"module","file","method","path"
"intellicare-wanda",".\intellicare-wanda\wanda\api\ips_routes.py","GET","/api/v1/ips/stats"
"intellicare-wanda",".\intellicare-wanda\wanda\api\mcp_routes.py","GET","/api/v1/mcp/modules"
"intellicare-wanda",".\intellicare-wanda\wanda\api\mcp_routes.py","POST","/api/v1/mcp/modules/{module_name}/refresh"
"intellicare-wanda",".\intellicare-wanda\wanda\api\mcp_routes.py","GET","/api/v1/mcp/modules/{module_name}/tools"
"intellicare-wanda",".\intellicare-wanda\wanda\api\mcp_routes.py","GET","/api/v1/mcp/tools"
"intellicare-wanda",".\intellicare-wanda\wanda\api\mcp_routes.py","POST","/api/v1/mcp/tools/{module_name}/{tool_name}"
"intellicare-wanda",".\intellicare-wanda\wanda\api\metrics_routes.py","GET","/api/v1/metrics/summary"
"intellicare-wanda",".\intellicare-wanda\wanda\api\app.py","GET","/api/v1/modules"
"intellicare-wanda",".\intellicare-wanda\wanda\api\app.py","GET","/api/v1/modules/{module_name}"
"intellicare-wanda",".\intellicare-wanda\wanda\api\app.py","POST","/api/v1/modules/discover"
"intellicare-wanda",".\intellicare-wanda\wanda\api\registry_routes.py","GET","/api/v1/registry/{agent_name}"
"intellicare-wanda",".\intellicare-wanda\wanda\api\registry_routes.py","GET","/api/v1/registry/{agent_name}/capabilities-history"
"intellicare-wanda",".\intellicare-wanda\wanda\api\registry_routes.py","GET","/api/v1/registry/{agent_name}/history"
"intellicare-wanda",".\intellicare-wanda\wanda\api\registry_routes.py","GET","/api/v1/registry/routing-table"
"intellicare-wanda",".\intellicare-wanda\wanda\api\app.py","POST","/api/v1/route"
"intellicare-wanda",".\intellicare-wanda\wanda\api\routing_routes.py","POST","/api/v1/routing/explain"
"intellicare-wanda",".\intellicare-wanda\wanda\api\routing_routes.py","GET","/api/v1/routing/method"
"intellicare-wanda",".\intellicare-wanda\wanda\api\metrics_routes.py","GET","/api/v1/slos"
"intellicare-wanda",".\intellicare-wanda\wanda\api\metrics_routes.py","GET","/api/v1/slos/history"
"intellicare-wanda",".\intellicare-wanda\wanda\api\trace_routes.py","GET","/api/v1/traces/{trace_id}"
"intellicare-wanda",".\intellicare-wanda\wanda\api\trace_routes.py","GET","/api/v1/traces/{trace_id}/fhir"
"intellicare-wanda",".\intellicare-wanda\wanda\api\trace_routes.py","GET","/api/v1/traces/anomalies"
"intellicare-wanda",".\intellicare-wanda\wanda\api\trace_routes.py","GET","/api/v1/traces/patterns"
"intellicare-wanda",".\intellicare-wanda\wanda\api\workflow_routes.py","GET","/api/v1/workflows/available"
"intellicare-wanda",".\intellicare-wanda\wanda\api\workflow_routes.py","POST","/api/v1/workflows/execute"
"intellicare-wanda",".\intellicare-wanda\wanda\api\workflow_routes.py","GET","/api/v1/workflows/status/{execution_id}"
"intellicare-wanda",".\intellicare-wanda\fhir_specs_server.py","GET","/docs/{resource}"
"intellicare-wanda",".\intellicare-wanda\fhir_specs_server.py","GET","/examples/{resource}"
"intellicare-wanda",".\intellicare-wanda\wanda\api\metrics_routes.py","GET","/metrics"
"intellicare-wanda",".\intellicare-wanda\fhir_specs_server.py","GET","/schemas/{resource}"
"intellicare-zilda",".\intellicare-zilda\run_api_lite.py","GET","/api/v1/"
"intellicare-zilda",".\intellicare-zilda\zilda\api\app.py","GET","/api/v1/establishment/{cnes_code}"
"intellicare-zilda",".\intellicare-zilda\zilda\api\app.py","GET","/api/v1/establishments"
"intellicare-zilda",".\intellicare-zilda\zilda\api\app.py","GET","/api/v1/health"
"intellicare-zilda",".\intellicare-zilda\run_api_lite.py","GET","/api/v1/ibge/context/{city_code}"
"intellicare-zilda",".\intellicare-zilda\zilda\api\app.py","GET","/api/v1/info"
"intellicare-zilda",".\intellicare-zilda\zilda\api\app.py","GET","/api/v1/region-context/{city_code}"
"intellicare-zilda",".\intellicare-zilda\zilda\api\app.py","GET","/api/v1/regions"
"intellicare-zilda",".\intellicare-zilda\run_api_lite.py","GET","/api/v1/rnds/stats/{city_code}"
"intellicare-zilda",".\intellicare-zilda\zilda\api\app.py","GET","/api/v1/territorial-summary"
"intellicare-zilda",".\intellicare-zilda\zilda\api\app.py","GET","/api/v1/unit-types"
"intellicare-zilda",".\intellicare-zilda\zilda\api\app.py","POST","/api/v1/validate"
